315,20
316,10
317,17
318,11
319,3
320,8
321,7
322,2
323,14
324,13
325,2
326,16
327,20
328,20
329,2
330,5
331,20
332,12
333,1
334,8
335,6
336,9
337,8
338,11
339,5
340,19
341,1
342,5
343,3
344,10
345,17
346,2
347,11
348,5
349,13
350,13
351,13
352,11
353,6
354,6
355,3
356,20
357,1
358,3
359,19
360,14
361,19
362,11
363,5
364,11
365,10
366,2
367,20
368,17
369,13
370,16
371,15
372,5
373,20
374,10
375,14
376,17
377,11
378,16
379,1
380,3
381,20
382,5
383,14
384,6
385,2
386,8
387,5
388,14
389,2
390,15
391,7
392,20
393,5
394,3
395,3
396,7
397,5
398,2
399,3
400,9
401,9
402,10
403,13
404,9
405,19
406,19
407,17
408,9
409,14
410,9
411,4
412,14
413,14
414,9
415,11
416,15
417,8
418,7
419,9
420,10
421,1
422,7
423,9
424,18
425,10
426,11
427,4
428,14
429,4
430,18
431,14
432,13
433,7
434,6
435,13
436,17
437,16
438,9
439,18
440,10
441,17
442,1
443,15
444,2
445,1
446,5
447,9
448,8
449,11
450,9
451,17
452,3
453,15
454,18
455,20
456,4
457,20
458,3
459,9
460,4
461,1
462,2
463,8
464,19
465,20
466,12
467,16
468,15
469,20
470,13
471,16
472,8
473,5
474,10
475,10
476,5
477,6
478,10
479,4
480,16
481,18
482,1
483,19
484,12
485,10
486,10
487,8
488,9
489,13
490,16
491,4
492,5
493,10
494,11
495,3
496,1
497,2
498,10
499,7
500,13
501,2
502,3
503,1
504,18
505,4
506,2
507,2
508,10
509,11
510,6
511,17
512,8
513,18
514,15
515,11
516,7
517,5
518,18
519,15
520,9
521,6
522,19
523,13
524,7
525,1
526,7
527,7
528,15
529,17
530,13
531,19
532,10
533,7
534,11
535,8
536,11
537,12
538,1
539,12
540,14
541,18
542,8
543,13
544,7
545,15
546,16
547,13
548,11
549,13
550,20
551,11
552,10
553,10
554,15
555,16
556,2
557,1
558,14
559,8
560,9
561,19
562,7
563,11
564,5
565,17
566,18
567,7
568,1
569,10
570,18
571,6
572,20
573,18
574,19
575,6
576,4
577,14
578,19
579,14
580,18
581,10
582,4
583,8
584,19
585,18
586,15
587,12
588,10
589,1
590,20
591,19
592,19
593,6
594,9
595,15
596,14
597,18
598,2
599,14
600,19
601,11
602,20
603,18
604,20
605,10
606,4
607,3
608,15
609,14
610,8
611,12
612,3
613,3
614,11
615,13
616,12
617,18
618,16
619,2
620,18
621,15
622,12
623,8
624,12
625,12
626,2
627,18
628,1
629,15
630,11
631,19
632,6
633,2
634,17
635,17
636,3
637,12
638,20
639,17
640,5
641,19
642,1
643,19
644,2
645,11
646,3
647,13
648,20
649,18
650,6
651,17
652,5
653,17
654,4
655,8
656,20
657,18
658,5
659,20
660,12
661,8
662,11
663,17
664,1
665,19
666,6
667,4
668,10
669,5
670,12
671,6
672,15
673,12
674,16
675,16
676,15
677,10
678,9
679,14
680,19
681,6
682,3
683,3
684,3
685,18
686,11
687,14
688,15
689,7
690,14
691,7
692,14
693,4
694,15
695,15
696,14
697,20
698,18
699,3
700,16
701,9
702,20
703,11
704,13
705,15
706,18
707,7
708,16
709,18
710,12
711,14
712,4
713,14
714,9
715,6
716,12
717,11
718,19
719,18
720,17
721,4
722,16
723,11
724,19
725,11
726,5
727,12
728,2
729,14
730,6
731,10
732,14
733,5
734,12
735,6
736,11
737,9
738,4
739,6
740,7
741,16
742,20
743,10
744,1
745,8
746,7
747,4
748,18
749,17
750,2
751,6
752,1
753,17
754,16
755,11
756,19
757,12
758,3
759,13
760,17
761,20
762,2
763,11
764,5
765,13
766,8
767,15
768,1
769,4
770,13
771,19
772,11
773,4
774,8
775,11
776,11
777,14
778,15
779,20
780,3
781,8
782,5
783,3
784,16
785,13
786,5
787,15
788,4
789,19
790,7
791,1
792,19
793,20
794,3
795,3
796,4
797,2
798,9
799,4
800,5
801,13
802,3
803,15
804,16
805,2
806,18
807,6
808,8
809,12
810,17
811,10
812,19
813,2
814,4
815,14
816,14
817,8
818,20
819,9
820,7
821,18
822,1
823,5
824,9
825,15
826,19
827,12
828,17
829,19
830,16
831,13
832,12
833,10
834,20
835,7
836,11
837,17
838,5
839,10
840,20
841,1
842,19
843,10
844,14
845,2
846,15
847,19
848,10
849,7
850,8
851,8
852,4
853,8
854,12
855,13
856,3
857,2
858,16
859,11
860,20
861,11
862,15
863,11
864,12
865,14
866,18
867,15
868,2
869,2
870,4
871,1
872,14
873,3
874,2
875,8
876,16
877,17
878,6
879,5
880,3
881,13
882,12
883,18
884,13
885,15
886,2
887,7
888,16
889,18
890,9
891,16
892,20
893,3
894,18
895,4
896,17
897,15
898,18
899,10
900,8
901,13
902,3
903,2
904,7
905,4
906,1
907,3
908,12
909,6
910,7
911,6
912,11
913,11
914,4
915,15
916,17
917,17
918,1
919,13
920,6
921,9
922,20
923,6
924,11
925,17
926,1
927,19
928,4
929,18
930,9
931,3
932,2
933,11
934,16
935,9
936,6
937,16
938,11
939,18
940,14
941,9
942,3
943,4
944,11
945,18
946,18
947,8
948,7
949,10
950,12
951,12
952,10
953,11
954,9
955,20
956,19
957,9
958,11
959,14
960,18
961,11
962,17
963,20
964,13
965,12
966,8
967,18
968,20
969,18
970,7
971,13
972,18
973,2
974,16
975,9
976,19
977,5
978,16
979,17
980,6
981,7
982,9
983,15
984,9
985,9
986,14
987,19
988,18
989,16
990,13
991,15
992,6
993,1
994,6
995,18
996,4
997,13
998,8
999,3
1000,2
